,art,sub or obj
572,it is too bad that this likable movie isn't more accomplished . the actors try hard but come off too amateurish and awkward .,1
573,the fight scenes are fun,1
574,but it grows tedious .,1
575,a cheerful enough but imminently forgettable rip-off of [besson's] earlier work .,1
576,typifies the pros and cons of the films that india churns out .,1
577,the film is ultimately about as inspiring as a hallmark card .,1
578,pacino is brilliant as the sleep-deprived dormer,1
579,his increasing weariness as much existential as it is physical .,1
580,attal's hang-ups surrounding infidelity are so old-fashioned and,1
581,dare i say,1
582,outdated,1
583,it's a wonder that he couldn't have brought something fresher to the proceedings simply by accident .,1
584,those of you who are not an eighth grade girl will most likely doze off during this one .,1
585,"secretary "" is owned by its costars",1
586,spader and gyllenhaal . maggie g . makes an amazing breakthrough in her first starring role and eats up the screen .,1
587,"the message becomes the savior for "" the country bears",1
588,""" an equal parts silly and sweet tale that wears its great big ol' heart on its grizzly-sized sleeve .",1
589,an interesting psychological game of cat-and-mouse,1
590,three-dimensional characters and believable performances all add up to a satisfying crime drama .,1
591,the merchant-ivory team continues to systematically destroy everything we hold dear about cinema,1
592,only now it's begun to split up so that it can do even more damage .,1
593,impossible as it may sound,1
594,this film's heart is even more embracing than monty,1
595,if only because it accepts nasty behavior and severe flaws as part of the human condition .,1
596,this is one of jaglom's most accessible and genuinely enjoyable films .,1
597,the movie is essentially a series of fleetingly interesting actors' moments .,1
598,a rock-solid gangster movie with a fair amount of suspense,1
599,intriguing characters and bizarre bank robberies,1
600,plus a heavy dose of father-and-son dynamics .,1
601,why sit through a crummy,1
602,wannabe-hip crime comedy that refers incessantly to old movies,1
603,when you could just rent those movies instead,1
604,let alone seek out a respectable new one ?,1
605,if much of me without you strikes a familiar chord,1
606,it also intelligently captures the difficulties that can disrupt even a close friendship .,1
607,national lampoon's van wilder could be the worst thing to come out of national lampoon since class reunion,1
608,i'm not sure which half of dragonfly is worse : the part where nothing's happening,1
609,or the part where something's happening,1
610,but it's stupid .,1
611,the huskies are beautiful,1
612,the border collie is funny and the overall feeling is genial and decent .,1
613,as it stands,1
614,there's some fine sex onscreen,1
615,and some tense arguing,1
616,but not a whole lot more .,1
617,a somewhat crudely constructed but gripping,1
618,questing look at a person so racked with self-loathing,1
619,he becomes an enemy to his own race .,1
620,a cellophane-pop remake of the punk classic ladies and gentlemen,1
621,the fabulous stains . . . crossroads is never much worse than bland or better than inconsequential .,1
622,the success of undercover brother is found in its ability to spoof both black and white stereotypes equally .,1
623,there's enough melodrama in this magnolia primavera to make pta proud yet director muccino's characters are less worthy of puccini than they are of daytime television .,1
624,the boys' sparring,1
625,like the succession of blows dumped on guei,1
626,wears down the story's more cerebral,1
627,and likable,1
628,plot elements .,1
629,it's hard to say who might enjoy this,1
630,are there tolstoy groupies out there ? it's dark and tragic,1
631,and lets the business of the greedy talent agents get in the way of saying something meaningful about facing death,1
632,when the fire burns out,1
633,we've only come face-to-face with a couple dragons and that's where the film ultimately fails .,1
634,few films capture so perfectly the hopes and dreams of little boys on baseball fields as well as the grown men who sit in the stands .,1
635,blade ii is as estrogen-free as movies get,1
636,so you might want to leave your date behind for this one,1
637,or she's gonna make you feel like you owe her big-time .,1
638,this film puts wang at the forefront of china's sixth generation of film makers .,1
639,like coming into a long-running,1
640,well-written television series where you've missed the first half-dozen episodes and probably won't see the next six .,1
641,there isn't one moment in the film that surprises or delights .,1
642,no doubt the star and everyone else involved had their hearts in the right place . where their heads were is anyone's guess .,1
643,it's not a great monster movie . but if you've paid a matinee price and bought a big tub of popcorn,1
644,there's guilty fun to be had here . chomp chomp !,1
645,an uncluttered,1
646,resonant gem that relays its universal points without lectures or confrontations .,1
647,spider-man is about growing strange hairs,1
648,getting a more mature body,1
649,and finding it necessary to hide new secretions from the parental units .,1
650,what lifts the film high above run-of-the-filth gangster flicks is its refusal to recognise any of the signposts,1
651,as if discovering a way through to the bitter end without a map .,1
652,although barbershop boasts some of today's hottest and hippest acts from the world of television,1
653,music and stand-up comedy,1
654,this movie strangely enough has the outdated swagger of a shameless Â‘70s blaxploitation shuck-and-jive sitcom .,1
655,an average coming-of-age tale elevated by the wholesome twist of a pesky mother interfering during her son's discovery of his homosexuality .,1
656,'enigma' is the kind of engaging historical drama that hollywood appears to have given up on in favor of sentimental war movies in the vein of 'we were soldiers . ',1
657,the film takes the materials of human tragedy and dresses them in lovely costumes,1
658,southern california locations and star power .,1
659,it's an engrossing and thought-provoking examination of the overriding will to power and the morality of its application .,1
660,a subtle,1
661,humorous,1
662,illuminating study of politics,1
663,power and social mobility .,1
